seq	01	1	500
seq	01	501	1000
seq	01	1001	1500
seq	01	1501	2000
seq	01	2001	2500
seq	01	2501	3000
seq	01	3001	3500
seq	01	3501	4000
seq	01	4001	4500
seq	01	4501	5000
seq	01	5001	5500
seq	01	5501	6000
seq	01	6001	6500
seq	01	6501	7000
seq	01	7001	7500
seq	01	7501	8000
seq	01	8001	8500
seq	01	8501	9000
seq	01	9001	9500
seq	01	9501	10000
seq	01	10001	10500
seq	01	10501	11000
seq	01	11001	11500
seq	01	11501	12000
seq	01	12001	12500
seq	01	12501	13000
seq	01	13001	13500
seq	01	13501	14000
seq	01	14001	14500
seq	01	14501	15000
seq	01	15001	15500
seq	01	15501	16000
seq	01	16001	16500
seq	01	16501	17000
seq	01	17001	17338
seq	02	1	500
seq	02	501	1000
seq	02	1001	1500
seq	02	1501	2000
seq	02	2001	2500
seq	02	2501	3000
seq	02	3001	3500
seq	02	3501	4000
seq	02	4001	4500
seq	02	4501	5000
seq	02	5001	5500
seq	02	5501	6000
seq	02	6001	6500
seq	02	6501	7000
seq	02	7001	7500
seq	02	7501	8000
seq	02	8001	8500
seq	02	8501	9000
seq	02	9001	9500
seq	02	9501	10000
seq	02	10001	10500
seq	02	10501	11000
seq	02	11001	11500
seq	02	11501	12000
seq	02	12001	12500
seq	02	12501	13000
seq	02	13001	13500
seq	02	13501	14000
seq	02	14001	14500
seq	02	14501	15000
seq	02	15001	15500
seq	02	15501	16000
seq	02	16001	16500
seq	02	16501	17000
seq	02	17001	17500
seq	03	1	500
seq	03	501	1000
seq	03	1001	1500
seq	03	1501	2000
seq	03	2001	2500
seq	03	2501	3000
seq	03	3001	3500
seq	03	3501	4000
seq	03	4001	4500
seq	04	1	500
seq	04	501	1000
seq	04	1001	1500
seq	04	1501	2000
seq	04	2001	2500
seq	04	2501	3000
seq	04	3001	3500
seq	04	3501	4000
seq	04	4001	4500
seq	04	4501	5000
seq	04	5001	5500
seq	04	5501	6000
seq	04	6001	6500
seq	04	6501	7000
seq	04	7001	7500
seq	04	7501	8000
seq	04	8001	8500
seq	04	8501	9000
seq	04	9001	9500
seq	04	9501	10000
seq	04	10001	10500
seq	04	10501	11000
seq	04	11001	11500
seq	04	11501	12000
seq	04	12001	12500
seq	04	12501	13000
seq	04	13001	13500
seq	04	13501	14000
seq	04	14001	14500
seq	04	14501	15000
seq	04	15001	15500
seq	04	15501	16000
seq	04	16001	16368
seq	05	1	500
seq	05	501	1000
seq	05	1001	1500
seq	05	1501	2000
seq	05	2001	2500
seq	05	2501	3000
seq	05	3001	3500
seq	05	3501	4000
seq	05	4001	4500
seq	05	4501	5000
seq	05	5001	5500
seq	05	5501	6000
seq	05	6001	6500
seq	05	6501	7000
seq	05	7001	7500
seq	05	7501	8000
seq	05	8001	8500
seq	05	8501	9000
seq	05	9001	9500
seq	05	9501	10000
seq	05	10001	10500
seq	05	10501	11000
seq	05	11001	11500
seq	05	11501	12000
seq	05	12001	12500
seq	05	12501	13000
seq	05	13001	13500
seq	05	13501	14000
seq	05	14001	14500
seq	05	14501	15000
seq	05	15001	15500
seq	05	15501	16000
seq	05	16001	16355
seq	06A	1	500
seq	06A	501	1000
seq	06A	1001	1500
seq	06A	1501	2000
seq	06A	2001	2500
seq	06A	2501	3000
seq	06A	3001	3500
seq	06A	3501	4000
seq	06A	4001	4500
seq	06A	4501	5000
seq	06A	5001	5500
seq	06A	5501	6000
seq	06A	6001	6500
seq	06A	6501	7000
seq	06A	7001	7500
seq	06A	7501	8000
seq	06A	8001	8500
seq	06A	8501	9000
seq	06A	9001	9500
seq	06A	9501	10000
seq	06A	10001	10500
seq	06A	10501	11000
seq	06A	11001	11500
seq	06A	11501	12000
seq	06A	12001	12500
seq	06A	12501	13000
seq	06A	13001	13500
seq	06A	13501	14000
seq	06A	14001	14500
seq	06A	14501	14796
seq	06B	1	500
seq	06B	501	1000
seq	06B	1001	1500
seq	06B	1501	2000
seq	06B	2001	2500
seq	06B	2501	3000
seq	06B	3001	3500
seq	06B	3501	4000
seq	06B	4001	4500
seq	06B	4501	5000
seq	06B	5001	5500
seq	06B	5501	6000
seq	06B	6001	6500
seq	06B	6501	7000
seq	06B	7001	7500
seq	06B	7501	8000
seq	06B	8001	8500
seq	06B	8501	9000
seq	06B	9001	9500
seq	06B	9501	10000
seq	06B	10001	10500
seq	06B	10501	11000
seq	06B	11001	11500
seq	06B	11501	12000
seq	06B	12001	12500
seq	06B	12501	13000
seq	06B	13001	13500
seq	06B	13501	14000
seq	06B	14001	14500
seq	06B	14501	15000
seq	06B	15001	15500
seq	06B	15501	15935
seq	06C	1	500
seq	06C	501	1000
seq	06C	1001	1500
seq	06C	1501	2000
seq	06C	2001	2500
seq	06C	2501	3000
